City_ID,City,Country,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Current Description
346,Koumac,NC,-20.5667,164.2833,77.97,83,27,1.99,scattered clouds
347,Leh,IN,34.1667,77.5833,43.25,42,99,7.54,overcast clouds
348,Madang,PG,-5.2246,145.7966,76.98,90,99,3.58,overcast clouds
349,Aswan,EG,24.0934,32.907,76.19,11,27,12.71,scattered clouds
350,Manchester,GB,53.4809,-2.2374,57.0,76,90,13.8,overcast clouds
351,Kanniyakumari,IN,8.0833,77.5667,83.41,72,70,7.45,broken clouds
352,Peniche,PT,39.3558,-9.3811,75.99,59,50,4.0,scattered clouds
353,Pozo Colorado,PY,-23.4923,-58.7972,68.45,84,100,3.83,overcast clouds
354,Minab,IR,27.1467,57.0801,82.4,61,98,18.41,overcast clouds
355,Roma,US,43.2128,-75.4557,48.2,87,90,16.11,overcast clouds
356,Pechora,RU,65.1472,57.2244,28.26,97,100,4.79,overcast clouds
357,Tigil,RU,57.8,158.6667,3.07,95,100,7.45,overcast clouds
358,Chiredzi,ZW,-21.05,31.6667,73.26,64,79,7.02,broken clouds
359,Tual,ID,-5.6667,132.75,83.37,76,100,19.28,overcast clouds
360,Kapelle,FR,50.9998,2.3585,54.0,72,100,8.99,overcast clouds
361,Balkanabat,TM,39.5108,54.3671,48.15,58,59,13.4,broken clouds
362,Eberswalde,DE,52.8349,13.8195,53.01,57,99,3.0,overcast clouds
363,Clyde River,CA,70.4692,-68.5914,-7.6,84,1,3.44,clear sky
364,Zhuhai,CN,22.2769,113.5678,79.0,94,40,9.22,scattered clouds
365,Taybad,IR,34.74,60.7756,44.64,77,100,24.56,overcast clouds
366,Igarka,RU,67.4667,86.5833,-2.54,99,73,8.57,broken clouds
367,Lompoc,US,34.6391,-120.4579,61.0,71,0,5.75,clear sky
368,Samandag,TR,36.0842,35.9771,55.4,50,20,8.05,few clouds
369,Abalak,RU,58.1286,68.5944,14.58,96,60,2.86,broken clouds
370,Caravelas,BR,-17.7125,-39.2481,88.02,50,0,11.92,clear sky
371,Havelock,US,34.8791,-76.9013,73.0,91,100,14.0,overcast clouds
372,Thompson,CA,55.7435,-97.8558,8.6,72,75,2.3,broken clouds
373,Shubarkuduk,KZ,49.1447,56.4872,23.74,93,100,5.46,overcast clouds
374,Robertsport,LR,6.7533,-11.3686,82.33,75,11,9.55,few clouds
375,Manzil Kamil,TN,35.6248,10.6673,66.2,68,0,11.5,clear sky
376,San Juan,AR,-31.5375,-68.5364,74.07,24,0,5.01,clear sky
377,Shihezi,CN,44.3,86.0333,49.37,72,100,6.31,overcast clouds
378,Bahia Blanca,AR,-38.7196,-62.2724,69.6,38,0,5.37,clear sky
379,Zwedru,LR,6.0667,-8.1281,86.4,60,68,4.03,broken clouds
380,Broome,US,42.2506,-75.833,53.01,93,90,13.8,overcast clouds
381,Macia,MZ,-25.0269,33.0989,72.41,72,28,9.75,scattered clouds
382,Eten,PE,-6.9081,-79.8642,80.6,57,40,8.05,scattered clouds
383,Atherton,GB,53.5237,-2.4935,57.99,66,100,5.01,overcast clouds
384,Tongren,CN,27.7172,109.1853,67.35,92,24,1.01,light rain
385,Komsomolskiy,UZ,40.4272,71.7189,53.6,87,90,2.3,moderate rain
386,San Antero,CO,9.3741,-75.7589,89.78,49,48,4.32,scattered clouds
387,Kysyl-Syr,RU,63.8986,122.7617,10.99,97,99,2.95,overcast clouds
388,Simao,CN,22.7886,100.9748,64.72,23,0,0.69,clear sky
389,Ales,FR,44.1333,4.0833,71.01,45,0,5.75,clear sky
390,Grindavik,IS,63.8424,-22.4338,35.6,75,20,1.14,few clouds
391,Vostok,RU,46.4856,135.8833,32.16,92,100,6.38,snow
392,Yushan,CN,31.3776,120.9543,64.0,77,0,4.47,clear sky
393,Hammerfest,NO,70.6634,23.6821,37.4,70,40,10.36,scattered clouds
394,Launceston,AU,-41.45,147.1667,50.0,57,2,5.75,clear sky
395,Acapulco,MX,16.8634,-99.8901,80.6,44,1,5.75,clear sky
396,Murgab,TM,37.4966,61.9714,48.2,76,90,13.8,overcast clouds
397,Kudahuvadhoo,MV,2.6708,72.8944,81.18,78,98,12.77,overcast clouds
398,Port Moresby,PG,-9.4431,147.1797,78.04,84,100,3.04,overcast clouds
399,Touros,BR,-5.1989,-35.4608,87.8,66,40,12.66,scattered clouds
400,Lopatinskiy,RU,55.3406,38.7256,42.8,52,0,2.24,clear sky
401,Urumqi,CN,43.801,87.6005,51.8,71,0,6.71,clear sky
402,Exu,BR,-7.5119,-39.7242,84.11,58,67,6.2,broken clouds
403,Rancho Palos Verdes,US,33.7445,-118.387,66.0,48,1,2.82,clear sky
404,Surin,TH,14.8818,103.4936,93.99,45,89,5.28,overcast clouds
405,Puerto Quijarro,BO,-17.7833,-57.7667,91.51,42,27,4.68,scattered clouds
406,Fukue,JP,32.6881,128.8419,59.74,79,2,11.86,clear sky
407,Taoudenni,ML,22.6783,-3.9836,95.25,3,34,14.52,scattered clouds
408,Tiznit,MA,29.5833,-9.5,80.69,18,58,18.81,broken clouds
409,Yamada,JP,39.4667,141.95,53.69,97,100,16.93,moderate rain
410,Nanchang,CN,28.6833,115.8833,68.05,78,0,3.47,light rain
411,Catuday,PH,16.2923,119.8062,78.87,77,97,10.13,overcast clouds
412,Seoul,KR,37.5683,126.9778,50.0,93,90,10.36,mist
413,Vila Do Maio,CV,15.1333,-23.2167,73.4,60,20,27.63,few clouds
414,Hami,CN,42.8,93.45,60.28,27,47,7.16,scattered clouds
415,Tateyama,JP,34.9833,139.8667,63.0,94,100,1.01,overcast clouds
416,Hambantota,LK,6.1241,81.1185,73.4,100,75,2.3,broken clouds
417,Ilhabela,BR,-23.7781,-45.3581,84.74,68,60,5.53,broken clouds
418,Laureles,US,26.1092,-97.4941,73.99,88,90,6.91,overcast clouds
419,Arroio Dos Ratos,BR,-30.0772,-51.7292,78.8,88,75,12.66,broken clouds
420,Yurimaguas,PE,-5.9,-76.0833,86.0,66,40,3.44,scattered clouds
421,Buenos Aires,AR,-34.6132,-58.3772,73.99,78,40,5.75,scattered clouds
422,Bud,US,39.447,-86.1758,43.0,81,99,19.48,overcast clouds
423,Groa,NO,62.65,8.7167,46.4,61,75,10.36,drizzle
424,Samarai,PG,-10.6167,150.6667,81.91,79,49,12.24,scattered clouds
425,Ayan,RU,56.45,138.1667,13.44,91,97,3.74,overcast clouds
426,Nouadhibou,MR,20.931,-17.0347,64.04,82,81,26.33,broken clouds
427,Teknaf,BD,20.8624,92.3058,78.08,80,98,3.69,overcast clouds
428,Galle,LK,6.0367,80.217,76.44,81,98,7.27,overcast clouds
429,Rantepao,ID,-2.9701,119.8978,67.96,98,100,1.59,moderate rain
430,Bathsheba,BB,13.2167,-59.5167,82.4,57,75,24.16,broken clouds
431,Kaarina,FI,60.4072,22.369,37.99,93,90,17.27,light rain
432,Ternovka,RU,51.678,41.6375,31.42,94,100,7.2,overcast clouds
433,Jinhua,CN,29.1078,119.6547,63.9,89,0,1.88,clear sky
434,Santo Tomas,PH,14.1079,121.1414,84.2,74,20,2.3,few clouds
435,Kuala Terengganu,MY,5.3302,103.1408,78.8,89,20,3.44,few clouds
436,Jalpa,MX,21.6333,-102.9667,69.8,9,40,8.05,scattered clouds
437,Kerrobert,CA,51.9168,-109.1348,37.4,81,75,10.36,broken clouds
438,Balagansk,RU,54.0103,103.0544,21.69,95,100,2.24,overcast clouds
439,Arman,RU,59.7,150.1667,-1.84,98,59,5.86,broken clouds
440,Talcahuano,CL,-36.7167,-73.1167,66.2,55,0,9.22,clear sky
441,Digoin,FR,46.4812,3.9795,64.4,25,0,2.3,clear sky
442,Nelson Bay,AU,-32.7167,152.15,64.4,94,75,5.75,moderate rain
443,Opuwo,NA,-18.0607,13.84,79.9,46,86,6.17,overcast clouds
444,Gerede,TR,40.8008,32.1969,31.46,94,74,2.55,broken clouds
445,Mehamn,NO,71.0357,27.8492,37.4,65,0,12.66,clear sky
446,Dvinskoy,RU,62.1535,45.1175,25.74,96,58,2.44,broken clouds
447,Marzuq,YE,14.4,46.4667,73.36,33,1,10.71,clear sky
448,Makakilo City,US,21.3469,-158.0858,71.6,68,1,10.36,clear sky
449,The Pas,CA,53.8251,-101.2541,21.2,68,90,13.8,overcast clouds
450,Paris,FR,48.8534,2.3488,64.0,41,0,10.36,clear sky
451,Santa Vitoria Do Palmar,BR,-33.5189,-53.3681,70.47,81,74,8.63,broken clouds
452,College,US,64.8569,-147.8028,3.2,72,75,2.04,broken clouds
453,Santa Maria,BR,-29.6842,-53.8069,77.0,73,75,10.36,broken clouds
454,Cidreira,BR,-30.1811,-50.2056,74.39,81,96,9.42,overcast clouds
455,East Hemet,US,33.74,-116.9389,70.0,27,0,3.89,clear sky
456,Unai,BR,-16.3575,-46.9061,88.47,36,59,3.11,broken clouds
457,Toguchin,RU,55.2353,84.3858,28.8,95,100,1.74,overcast clouds
458,Inuvik,CA,68.3499,-133.7218,-20.2,76,100,5.75,overcast clouds
459,Sitka,US,57.0531,-135.33,35.6,75,20,10.36,few clouds
460,Lyuban,BY,52.7985,28.0048,41.99,84,100,4.54,overcast clouds
461,Gambela,ET,8.25,34.5833,87.37,36,98,7.2,overcast clouds
462,Warrnambool,AU,-38.3833,142.4833,59.0,93,30,6.13,scattered clouds
463,Rawicz,PL,51.6095,16.8585,53.01,41,94,5.01,overcast clouds
464,Pravia,ES,43.4906,-6.1508,66.99,63,0,3.44,clear sky
465,Maxixe,MZ,-23.8597,35.3472,80.6,61,20,9.22,few clouds
466,Samarinda,ID,-0.5,117.15,74.1,95,89,0.25,overcast clouds
467,Ziarat,PK,30.3823,67.7282,61.07,21,4,9.04,clear sky
468,Sao Gabriel Da Cachoeira,BR,-0.1303,-67.0892,80.6,83,75,3.44,broken clouds
469,Camopi,GF,3.1655,-52.3158,78.24,94,96,5.46,overcast clouds
470,Tammisaari,FI,59.9736,23.4339,39.0,82,14,15.86,few clouds
471,Freeport,US,40.6576,-73.5832,53.6,94,90,21.88,moderate rain
472,Wana,PK,32.2989,69.5725,72.14,25,5,9.42,clear sky
473,Akonolinga,CM,3.7667,12.25,78.24,65,83,2.21,broken clouds
474,Shanghai,CN,31.2222,121.4581,64.99,77,0,4.47,clear sky
475,Faanui,PF,-16.4833,-151.75,82.02,75,61,22.1,broken clouds
476,Bubaque,GW,11.2833,-15.8333,77.54,61,12,9.17,few clouds
477,Iskateley,RU,67.6803,53.1512,30.54,98,100,5.68,light snow
478,Yavaros,MX,26.7,-109.5167,69.01,64,0,4.0,clear sky
479,Kharp,RU,66.8014,65.8081,4.57,98,96,2.33,overcast clouds
480,Sao Lourenco,BR,-22.1164,-45.0544,80.94,58,9,4.12,clear sky
481,Maues,BR,-3.3836,-57.7186,85.48,67,84,5.17,broken clouds
482,Kostomuksha,RU,64.571,30.5767,38.97,89,100,11.86,overcast clouds
483,Zabol,AF,32.25,67.25,65.37,16,0,25.61,clear sky
484,Bulawayo,ZW,-20.15,28.5833,68.83,55,7,10.78,clear sky
485,Vohibinany,MG,-17.35,49.0333,74.71,97,90,0.69,light rain
486,Santa Rosa,PH,14.3122,121.1114,84.2,74,20,2.3,few clouds
487,Upernavik,GL,72.7868,-56.1549,-17.12,79,91,5.01,overcast clouds
488,Nirasaki,JP,35.7,138.45,55.0,96,100,2.64,overcast clouds
489,Karakol,KG,42.4907,78.3936,39.36,81,100,11.5,overcast clouds
490,Juneau,US,58.3019,-134.4197,30.2,86,75,3.44,broken clouds
491,Abu Samrah,SY,35.3029,37.1841,54.28,41,6,4.76,clear sky
492,Quevedo,EC,-1.0333,-79.45,80.37,78,98,2.35,overcast clouds
493,Meadow Lake,US,34.8014,-106.5436,51.01,45,1,5.66,clear sky
494,Salmas,IR,38.1973,44.7653,42.8,42,20,4.61,few clouds
495,Varnavino,RU,57.4035,45.0916,24.91,94,24,3.2,few clouds
496,Chateauroux,FR,46.8167,1.7,64.4,34,0,3.44,clear sky
497,Berlevag,NO,70.8578,29.0864,37.4,69,0,8.05,clear sky
498,Okahandja,NA,-21.9833,16.9167,82.4,26,3,3.44,clear sky
499,Egvekinot,RU,66.3167,-179.1667,5.14,88,100,11.9,overcast clouds
500,Bilma,NE,18.6853,12.9164,84.72,9,0,5.64,clear sky
501,Dillon,US,34.4166,-79.3712,82.99,61,40,14.97,scattered clouds
502,Bacong,PH,9.2464,123.2956,82.4,74,75,2.3,broken clouds
503,Aksarka,RU,66.5606,67.7975,-8.12,97,18,7.11,few clouds
504,Muroto,JP,33.2833,134.15,63.64,88,42,5.41,scattered clouds
505,Avera,US,33.194,-82.5271,79.0,65,1,19.57,clear sky
506,Umm Kaddadah,SD,13.6017,26.6876,80.91,9,0,19.01,clear sky
507,Porto Novo,BJ,6.4965,2.6036,87.8,74,20,12.66,few clouds
508,Sasd,HU,46.2552,18.1078,53.6,40,0,4.61,clear sky
509,Hovd,MN,48.0056,91.6419,35.42,37,62,1.66,broken clouds
510,Lubana,LV,56.9,26.7167,44.11,66,94,6.62,overcast clouds
511,Kalaikunda,IN,22.35,87.25,84.15,44,1,12.73,clear sky
512,Eyl,SO,7.9803,49.8164,79.79,73,45,12.21,scattered clouds
513,Muzhi,RU,65.3667,64.6667,4.37,99,82,6.2,broken clouds
514,Pinega,RU,64.7001,43.3936,36.32,88,100,8.68,overcast clouds
515,Morehead,US,37.2711,-87.1764,54.0,47,75,11.5,broken clouds
516,Strezhevoy,RU,60.7333,77.5889,15.8,73,0,6.71,clear sky
517,Korla,CN,41.7597,86.1469,60.26,36,100,3.85,overcast clouds
518,Tutoia,BR,-2.7619,-42.2744,87.8,74,40,10.36,scattered clouds
519,Isangel,VU,-19.55,169.2667,76.71,87,5,5.93,clear sky
520,Palmerston,AU,-12.486,130.9833,78.8,89,100,6.2,overcast clouds
521,Cururupu,BR,-1.8283,-44.8683,84.97,70,98,5.7,overcast clouds
522,Nara,JP,34.6851,135.8049,60.01,98,99,5.06,overcast clouds
523,Ust-Ishim,RU,57.6935,71.1665,22.23,91,100,9.31,overcast clouds
524,Lima,PE,-12.0432,-77.0282,75.99,64,0,4.61,clear sky
525,Belmonte,BR,-15.8631,-38.8828,86.0,48,20,18.41,few clouds
526,Magadan,RU,59.5667,150.8,-1.14,97,54,4.74,broken clouds
527,Kanganpur,PK,30.7663,74.1231,81.5,17,0,8.88,clear sky
528,Madinat Sittah Uktubar,EG,29.8167,31.05,64.0,48,40,17.27,scattered clouds
529,Lensk,RU,60.7253,114.9278,17.55,96,99,3.67,overcast clouds
530,Moerai,PF,-22.4333,-151.3333,80.83,72,0,20.09,clear sky
531,Port Hedland,AU,-20.3167,118.5667,82.4,57,66,6.91,broken clouds
532,Constitucion,CL,-35.3333,-72.4167,69.35,40,0,4.47,clear sky
533,Fort Nelson,CA,58.8053,-122.7002,14.0,85,90,11.5,snow
534,Comodoro Rivadavia,AR,-45.8667,-67.5,68.0,56,0,5.75,clear sky
535,Lakes Entrance,AU,-37.8811,147.981,50.0,94,3,9.62,clear sky
536,Arlit,NE,18.7369,7.3853,89.17,6,0,6.89,clear sky
537,Rancho Veloz,CU,22.8806,-80.3917,86.0,51,40,10.36,light rain
538,Volot,RU,57.9278,30.7025,42.13,94,100,3.58,overcast clouds
539,Solnechnyy,RU,50.7214,136.6319,29.19,95,100,4.38,overcast clouds
540,Aklavik,CA,68.2191,-135.0107,-11.2,70,75,8.05,broken clouds
541,Mezen,RU,65.8522,44.24,34.9,95,100,9.62,overcast clouds
542,Sahuaripa,MX,29.05,-109.2333,68.04,18,0,5.5,clear sky
543,Kuching,MY,1.55,110.3333,78.8,94,20,2.26,few clouds
544,Thinadhoo,MV,0.5333,72.9333,79.57,84,100,11.16,light rain
545,Atar,MR,20.5169,-13.0499,98.6,22,18,4.61,few clouds
546,Cacapava Do Sul,BR,-30.5122,-53.4914,75.31,58,56,6.87,broken clouds
547,Biak,ID,-0.9131,122.8766,76.73,83,100,2.66,overcast clouds
548,Aktau,KZ,43.65,51.2,42.8,87,0,8.95,clear sky
549,Lubango,AO,-14.9172,13.4925,65.37,87,97,5.1,moderate rain
550,Poya,NC,-21.35,165.15,76.24,85,20,2.86,few clouds
551,San Antonio,US,29.4241,-98.4936,66.99,34,75,21.85,broken clouds
552,Northam,GB,51.0333,-4.2167,54.0,85,100,11.01,overcast clouds
553,Amarpur,IN,25.0333,86.9,82.94,13,0,3.22,clear sky
554,Santa Marta,CO,11.2408,-74.199,89.01,55,15,7.0,few clouds
555,Aitape,PG,-3.1374,142.3475,76.66,88,100,4.45,overcast clouds
556,Abonnema,NG,4.7084,6.7931,95.0,49,75,3.44,broken clouds
557,Bara,NG,10.3744,10.7288,93.2,11,0,14.97,haze
558,Tarko-Sale,RU,64.9225,77.785,3.67,97,89,10.29,overcast clouds
559,Kenai,US,60.5544,-151.2583,12.2,67,1,3.44,clear sky
560,Davila,PH,18.4726,120.5763,77.0,94,20,2.3,few clouds
561,Camacari,BR,-12.6975,-38.3242,84.2,54,40,10.36,scattered clouds
562,Esmeraldas,BR,-19.7625,-44.3139,89.6,45,40,5.75,scattered clouds
563,Kamiiso,JP,41.8167,140.65,46.04,99,100,1.03,heavy intensity rain
564,Benguela,AO,-12.5763,13.4055,81.61,71,21,8.52,few clouds
565,Melnikovo,RU,56.5558,84.085,32.0,92,99,4.07,overcast clouds
566,Mizdah,LY,31.4451,12.9801,70.95,14,98,3.65,overcast clouds
567,Sambava,MG,-14.2667,50.1667,79.07,86,54,6.76,moderate rain
568,Baoro,CF,5.6667,15.9667,82.38,52,83,6.76,broken clouds
569,Coffs Harbour,AU,-30.3,153.1333,64.4,94,75,4.61,broken clouds
570,Tuatapere,NZ,-46.1333,167.6833,53.01,97,100,3.13,light rain
571,Mareeba,AU,-17.0,145.4333,78.8,73,40,10.36,scattered clouds
572,Nadym,RU,65.5333,72.5167,-7.46,99,15,10.45,few clouds
573,Luwuk,ID,-0.9516,122.7875,78.17,86,100,2.73,overcast clouds
574,Bira,RU,49.0,132.4667,35.47,98,100,4.47,overcast clouds
575,Waipawa,NZ,-41.4122,175.5153,62.6,94,90,17.27,moderate rain
576,Devonport,AU,-41.1667,146.35,51.01,67,2,1.99,clear sky
577,Kismayo,SO,-0.3582,42.5454,80.64,77,95,14.32,overcast clouds
578,Manaure,CO,11.7751,-72.4445,86.43,50,96,24.58,overcast clouds
579,Codrington,AU,-38.2667,141.9667,55.9,93,19,5.84,few clouds
580,Padang,ID,-0.9492,100.3543,75.2,94,40,5.75,light rain
581,Gourcy,BF,13.2167,-2.35,99.64,8,4,10.69,clear sky
582,Asau,RO,46.4333,26.4,43.0,48,81,4.32,broken clouds
583,Zhezkazgan,KZ,47.8043,67.7144,29.37,81,86,5.91,overcast clouds
584,Manavalakurichi,IN,8.1333,77.3,80.6,74,75,11.5,haze
585,Khorramshahr,IR,30.4397,48.1664,69.8,26,0,13.8,clear sky
586,Angoram,PG,-4.0625,144.0661,73.18,99,99,0.38,overcast clouds
587,Oktyabrskoye,RU,43.0645,44.7417,46.4,53,75,2.24,broken clouds
588,Melilla,ES,35.2937,-2.9383,62.6,82,75,11.5,broken clouds
589,Labuhan,ID,-6.8844,112.2051,78.85,87,93,6.31,overcast clouds
590,Pavilosta,LV,56.8879,21.1859,41.0,75,75,16.11,broken clouds
591,Lieksa,FI,63.3167,30.0167,36.97,89,93,10.56,overcast clouds
592,Katangli,RU,51.7102,143.2326,25.27,97,84,5.12,broken clouds
593,Moroni,KM,-11.7022,43.2551,81.91,74,31,3.11,scattered clouds
594,Qandala,SO,11.472,49.8728,81.12,63,6,4.56,clear sky
595,Camacha,PT,33.0833,-16.3333,66.2,72,40,8.05,scattered clouds
596,Johnstown,US,40.3267,-78.922,59.0,82,90,17.27,light rain
597,Doha,QA,25.2867,51.5333,71.6,49,0,14.97,clear sky
598,Yambio,SS,4.5721,28.3955,79.83,50,87,3.76,overcast clouds
599,Oranjemund,NA,-28.55,16.4333,65.32,74,4,13.15,clear sky
600,Lichuan,CN,30.3,108.85,53.65,79,0,4.23,light rain
601,Tabora,TZ,-5.0167,32.8,86.0,42,20,5.75,few clouds
602,Bam,IR,29.106,58.357,75.9,11,52,19.95,broken clouds
603,Eirunepe,BR,-6.6603,-69.8736,80.71,83,100,4.5,overcast clouds
604,Seabra,BR,-12.4186,-41.7703,91.6,23,41,8.52,scattered clouds
605,Rocha,UY,-34.4833,-54.3333,69.17,84,80,8.97,broken clouds
606,Buala,SB,-8.145,159.5921,80.37,82,61,7.94,broken clouds
607,Tromso,NO,69.6496,18.957,37.99,70,75,3.44,broken clouds
608,Kununurra,AU,-15.7667,128.7333,77.0,94,98,4.61,overcast clouds
609,Kushiro,JP,42.975,144.3747,41.59,97,100,24.65,overcast clouds
610,Andenes,NO,69.3143,16.1194,37.4,70,75,10.36,broken clouds
611,Wajir,KE,1.7471,40.0573,95.0,38,75,3.44,broken clouds
612,Tura,IN,25.5198,90.2201,76.39,17,0,4.09,clear sky
613,Mnogovershinnyy,RU,53.9353,139.9242,16.41,92,45,1.07,scattered clouds
614,Alenquer,BR,-1.9417,-54.7383,84.2,79,75,11.5,broken clouds
615,Saint-Francois,FR,46.4154,3.9054,64.4,25,0,2.3,clear sky
616,Belaya Gora,RU,68.5333,146.4167,-6.18,98,99,3.83,overcast clouds
617,Pyshma,RU,56.9523,63.2513,29.98,80,96,10.42,overcast clouds
618,Verkhnyaya Pyshma,RU,56.9667,60.5808,37.4,35,0,13.42,clear sky
619,Tabas,IR,33.5959,56.9244,58.15,26,0,14.79,clear sky
620,Baherden,TM,38.4362,57.4316,49.44,56,46,11.74,scattered clouds
621,Mananjary,MG,-21.2167,48.3333,77.65,87,4,3.67,moderate rain
622,Chingirlau,KZ,51.095,54.0814,32.61,98,100,11.59,light snow
623,Niquero,CU,20.0431,-77.5828,83.52,52,0,3.58,clear sky
624,Rosetta,EG,31.4044,30.4164,62.6,55,40,13.8,scattered clouds
625,Shenjiamen,CN,29.9576,122.298,55.71,89,0,7.65,clear sky
626,Carutapera,BR,-1.195,-46.02,81.5,81,91,7.4,overcast clouds
627,Sesheke,ZM,-17.4759,24.2968,77.02,60,21,4.16,few clouds
628,Nueva Concepcion,GT,14.2,-91.3,86.0,66,20,3.71,few clouds
629,Redlands,US,34.0556,-117.1825,68.0,27,1,1.7,clear sky
630,Guarapari,BR,-20.6667,-40.4975,89.01,67,0,7.58,clear sky
631,Nacala,MZ,-14.5428,40.6728,76.66,90,37,5.26,moderate rain
632,Itaituba,BR,-4.2761,-55.9836,91.29,49,75,4.36,light rain
633,Hayrabolu,TR,41.2131,27.1069,55.4,62,0,8.05,clear sky
634,Gat,IL,31.61,34.7642,62.01,56,18,10.98,few clouds
635,Harboore,DK,56.6175,8.1807,45.0,3,100,5.99,overcast clouds
636,Alofi,NU,-19.0595,-169.9187,77.0,94,11,5.75,few clouds
637,Kuusamo,FI,65.9667,29.1833,41.0,81,0,2.3,clear sky
638,Kibala,TD,9.1104,18.3463,100.4,12,89,9.22,overcast clouds
639,Bairiki,KI,1.3292,172.9752,75.2,94,75,6.91,heavy intensity rain
640,Ulaanbaatar,MN,47.9077,106.8832,19.4,63,0,4.27,clear sky
641,Faya,SA,18.3851,42.4509,71.6,59,0,9.22,clear sky
642,Betanzos,ES,43.2804,-8.2147,72.0,40,0,6.91,clear sky
643,La Rioja,ES,42.25,-2.5,68.0,34,0,12.66,clear sky
644,Todos Santos,MX,23.45,-110.2167,77.0,30,90,12.66,overcast clouds
645,Caraballeda,VE,10.6112,-66.8522,82.4,78,75,3.44,broken clouds
646,Larsnes,NO,62.2028,5.5773,46.4,61,75,12.66,broken clouds
647,Thaton,MM,16.9206,97.3714,81.99,67,61,5.48,broken clouds
648,Yeniseysk,RU,58.4497,92.1703,31.01,99,100,1.45,light snow
649,Lucea,JM,18.451,-78.1736,82.99,69,20,16.11,few clouds
650,Viedma,AR,-40.8135,-62.9967,76.28,15,11,10.85,few clouds
651,Dwarahat,IN,29.7833,79.4333,61.12,29,8,3.33,clear sky
652,Alpinopolis,BR,-20.8636,-46.3881,84.0,48,7,2.93,clear sky
653,San Rafael,AR,-34.6177,-68.3301,72.27,29,0,10.07,clear sky
654,Cockburn Town,TC,21.4612,-71.1419,77.36,75,1,22.24,clear sky
655,Adre,TD,13.4667,22.2,84.22,13,9,17.87,clear sky
656,Vao,NC,-22.6667,167.4833,77.23,82,29,11.88,scattered clouds
657,Manaira,BR,-7.7061,-38.1544,87.15,41,93,2.39,overcast clouds
658,Ryotsu,JP,38.0833,138.4333,54.54,91,100,5.73,overcast clouds
659,Atlantic City,US,39.3643,-74.4229,53.6,100,90,11.5,overcast clouds
660,Ulladulla,AU,-35.35,150.4667,60.01,100,32,8.05,scattered clouds
